date,latitude,longitude,country_name,admin_division_name,risk_class
,22.148327,92.80921064,india,Mizoram,Medium
,33.635888490000006,74.51370901,india,Jammu and Kashmir,Low
,27.337,88.60899999999998,india,Sikkim,Medium
,16.5157,80.6525,india,Andhra Pradesh,Medium
,30.9009,77.4668,india,Himachal Pradesh,Medium
,30.2411,78.90139999999998,india,Uttaranchal,Medium
,31.4582,78.2114,india,Himachal Pradesh,Low
,19.3805,84.5699,india,Orissa,Medium
,31.0164,77.0991,india,Himachal Pradesh,Medium
,34.6651,73.961,india,Jammu and Kashmir,High
,31.69137979,77.13222306,india,Himachal Pradesh,Medium
,30.6463,79.5306,india,Uttaranchal,High
,33.4431,75.1915,india,Jammu and Kashmir,Low
,30.4326,78.0767,india,Uttaranchal,Low
,31.09907494,77.1723589,india,Himachal Pradesh,Low
,24.30415689,93.18182448,india,Manipur,Low
,31.7083,76.9316,india,Himachal Pradesh,High
,31.1032,77.16249999999998,india,Himachal Pradesh,Medium
,17.8975,73.29609999999998,india,Maharashtra,Low
,26.3897,94.94390000000001,india,Nagaland,Medium
,27.06992579,93.6146564,india,Arunachal Pradesh,High
,11.4991,76.4949,india,Tamil Nadu,High
,11.84413018,76.08364903,india,Kerala,High
,25.1604,93.6795,india,Manipur,Low
,26.22247247,91.92053028,india,Assam,Medium
,32.9295,75.14319999999998,india,Jammu and Kashmir,Medium
,23.7313,92.7187,india,Mizoram,Medium
,26.8096,88.52599999999998,india,West Bengal,High
,19.2677,73.0618,india,Maharashtra,Low
,26.284,94.5808,india,Nagaland,High
,29.3841749,79.46310565999998,india,Uttaranchal,High
,21.6989,74.17199999999998,india,Maharashtra,Medium
,11.28965,76.94171,india,Tamil Nadu,High
,27.2676,88.2891,india,Sikkim,Medium
,27.0165,88.2476,india,West Bengal,Low
,26.9599,88.268,india,West Bengal,Medium
,24.0896,91.4663,india,Tripura,Low
,32.4035,77.5796,india,Himachal Pradesh,Medium
,25.7131,94.0885,india,Nagaland,High
,11.7095,76.074,india,Kerala,High
,27.5862,80.1306,india,Uttar Pradesh,Low
,25.0728,92.3636,india,Meghalaya,Low
,24.042,92.6724,india,Mizoram,Low
,25.8376,94.5234,india,Nagaland,Medium
,33.1517,75.5464,india,Jammu and Kashmir,Medium
,25.08303063,94.23757741,india,Manipur,Low
,32.0987,77.1495,india,Himachal Pradesh,High
,33.7403,77.75589999999998,india,Jammu and Kashmir,Medium
,32.36079826,77.23083056,india,Himachal Pradesh,Medium
,27.7565,88.632,india,Sikkim,Medium
,22.1337,78.8979,india,Madhya Pradesh,Low
,26.8867642,88.28044714,india,West Bengal,Low
,28.4659,95.86000000000001,india,Arunachal Pradesh,Low
,9.49739318,76.86963750000001,india,Kerala,Low
,16.5145,80.6526,india,Andhra Pradesh,Low
,15.4123,74.2664,india,Goa,High
,25.6682,94.1099,india,Nagaland,High
,31.34335179,76.76200670999998,india,Himachal Pradesh,Low
,31.7766,76.98319999999998,india,Himachal Pradesh,Medium
,31.70779,76.932771,india,Himachal Pradesh,Low
,30.2485,78.88469999999998,india,Uttaranchal,High
,18.241,73.4469,india,Maharashtra,High
,33.013463689999995,74.93530188999999,india,Jammu and Kashmir,Medium
,10.4497,77.5206,india,Tamil Nadu,High
,27.0869,93.6086,india,Arunachal Pradesh,Low
